9.999999989000000866e+00 7.620969443509719721e-01 2.265321774916723707e-01 1.129942757027298586e-02 7.145058708255440708e-05
9.154992224719325833e+00 7.081773514036445727e-01 2.747197583510322949e-01 1.697265110170200278e-02 1.302391436212085515e-04
8.374897017021257994e+00 6.541485628432351929e-01 3.213728633209503305e-01 2.425286210244248508e-02 2.257117333720017928e-04
7.654727855508843604e+00 6.005571903467440409e-01 3.660408681981627277e-01 3.303577582525731721e-02 3.661656298360113637e-04
6.989881287967524059e+00 5.493309049277520506e-01 4.071641240893938973e-01 4.293442573844662852e-02 5.705452444074684323e-04
6.376107494261620268e+00 5.015289333503756275e-01 4.434660725089036859e-01 5.417284553005811271e-02 8.321486106624650415e-04
5.809483120711365522e+00 4.574590164086583810e-01 4.748254703547743483e-01 6.654990700949646454e-02 1.165606227070762170e-03
5.286386201302876842e+00 4.171306818985312526e-01 5.020530511924200523e-01 7.923236940982067433e-02 1.583897499228066564e-03
4.803473005422889131e+00 3.804282998004608896e-01 5.248999874367890062e-01 9.264043486622886014e-02 2.031277896521240228e-03
4.357656664124741397e+00 3.468978288276270971e-01 5.441647938846462251e-01 1.064196865674977566e-01 2.517690720228994011e-03
3.946087438300853734e+00 3.163960408250275358e-01 5.601962594038542020e-01 1.203677023114678724e-01 3.039997459650356417e-03
3.566134502632234415e+00 2.890051388838827395e-01 5.732296763271136353e-01 1.342040529483321532e-01 3.561131840671450787e-03
3.215369128874732141e+00 2.641522833995111341e-01 5.839521450080871201e-01 1.478209721031572277e-01 4.074599489244556255e-03
2.891549160986528921e+00 2.417548299923371058e-01 5.927059886873231598e-01 1.609258279919922319e-01 4.613353328347443577e-03
2.592604682859079190e+00 2.215891048345896563e-01 5.992396937158385173e-01 1.739945274754744475e-01 5.176673974097477718e-03
2.316624787037004918e+00 2.038269557453928071e-01 6.031792771289390398e-01 1.872426592837044268e-01 5.751107841963718458e-03
2.061845359850225101e+00 1.871523671308689962e-01 6.061325931331309480e-01 2.005094110274836805e-01 6.205628708516344912e-03
1.826637804878636029e+00 1.723494631889231077e-01 6.062826376080409085e-01 2.146429597690179825e-01 6.724939434018101063e-03
1.609498632667703433e+00 1.588014937594873777e-01 6.050141750948612174e-01 2.291022308140077401e-01 7.082100331643480066e-03
1.409039850150516138e+00 1.462505646967293682e-01 6.036045293350436047e-01 2.426189516980168381e-01 7.525954270210196730e-03
1.223980088343752826e+00 1.352258707986374042e-01 5.992497132986287500e-01 2.576107163101076791e-01 7.913699592626305401e-03
1.053136411604173706e+00 1.253449109307979703e-01 5.937807747894033872e-01 2.725377215163233835e-01 8.336592763475298914e-03
8.954167560889185751e-01 1.161629058892056920e-01 5.877165243844132414e-01 2.873414294009765113e-01 8.779140325404485856e-03
7.498129490848761680e-01 1.082118329106984272e-01 5.810141630671195045e-01 3.014846211056232961e-01 9.289382916558773864e-03
6.153942645854042492e-01 1.009958135032537063e-01 5.725823559046094857e-01 3.167651911796457997e-01 9.656639412491008212e-03
4.913014739204808468e-01 9.439367093391939911e-02 5.622465483611275294e-01 3.335539500176363803e-01 9.805830687316651265e-03
3.767413534108279283e-01 8.823625818659268372e-02 5.534144752692702340e-01 3.483952281085054836e-01 9.954038435631688830e-03
2.709816139379379596e-01 8.287785130156299918e-02 5.434177256465082539e-01 3.635478783134992731e-01 1.015654473842953105e-02
1.733462200188897739e-01 7.836871203237619210e-02 5.338166597686744286e-01 3.773845201859413190e-01 1.043010801300810544e-02
8.321106846463255380e-02 7.416302585928033486e-02 5.245920444187623932e-01 3.906711434242193248e-01 1.057378629773779444e-02
-1.001067673200850550e-09 7.034683497334426328e-02 5.139543896668974376e-01 4.051978387557928496e-01 1.050093660396538356e-02
