9.999999989000000866e+00 1.215715408325195312e-01 4.559020996093750000e-01 3.568148612976074219e-01 6.571149826049804688e-02
9.154992224719325833e+00 1.239366531372070312e-01 4.597272872924804688e-01 3.526501655578613281e-01 6.368589401245117188e-02
8.374897017021257994e+00 1.263823509216308594e-01 4.639058113098144531e-01 3.481140136718750000e-01 6.159782409667968750e-02
7.654727855508843604e+00 1.288599967956542969e-01 4.684710502624511719e-01 3.433589935302734375e-01 5.930995941162109375e-02
6.989881287967524059e+00 1.313757896423339844e-01 4.733071327209472656e-01 3.384528160095214844e-01 5.686426162719726562e-02
6.376107494261620268e+00 1.340546607971191406e-01 4.782824516296386719e-01 3.334646224975585938e-01 5.419826507568359375e-02
5.809483120711365522e+00 1.368150711059570312e-01 4.837083816528320312e-01 3.278722763061523438e-01 5.160427093505859375e-02
5.286386201302876842e+00 1.395883560180664062e-01 4.893426895141601562e-01 3.222351074218750000e-01 4.883384704589843750e-02
4.803473005422889131e+00 1.423826217651367188e-01 4.952878952026367188e-01 3.163952827453613281e-01 4.593420028686523438e-02
4.357656664124741397e+00 1.452045440673828125e-01 5.013475418090820312e-01 3.102555274963378906e-01 4.319238662719726562e-02
3.946087438300853734e+00 1.479597091674804688e-01 5.076470375061035156e-01 3.041009902954101562e-01 4.029226303100585938e-02
3.566134502632234415e+00 1.506528854370117188e-01 5.144710540771484375e-01 2.973084449768066406e-01 3.756761550903320312e-02
3.215369128874732141e+00 1.533451080322265625e-01 5.211448669433593750e-01 2.905831336975097656e-01 3.492689132690429688e-02
2.891549160986528921e+00 1.559891700744628906e-01 5.275998115539550781e-01 2.840385437011718750e-01 3.237247467041015625e-02
2.592604682859079190e+00 1.583862304687500000e-01 5.338387489318847656e-01 2.778911590576171875e-01 2.988386154174804688e-02
2.316624787037004918e+00 1.603698730468750000e-01 5.401029586791992188e-01 2.718138694763183594e-01 2.771329879760742188e-02
2.061845359850225101e+00 1.623792648315429688e-01 5.458383560180664062e-01 2.660460472106933594e-01 2.573633193969726562e-02
1.826637804878636029e+00 1.639471054077148438e-01 5.519666671752929688e-01 2.603030204772949219e-01 2.378320693969726562e-02
1.609498632667703433e+00 1.655182838439941406e-01 5.568795204162597656e-01 2.554793357849121094e-01 2.212285995483398438e-02
1.409039850150516138e+00 1.668038368225097656e-01 5.614361763000488281e-01 2.512059211730957031e-01 2.055406570434570312e-02
1.223980088343752826e+00 1.677212715148925781e-01 5.655679702758789062e-01 2.474908828735351562e-01 1.921987533569335938e-02
1.053136411604173706e+00 1.683259010314941406e-01 5.694370269775390625e-01 2.443060874938964844e-01 1.793098449707031250e-02
8.954167560889185751e-01 1.688714027404785156e-01 5.727739334106445312e-01 2.414498329162597656e-01 1.690483093261718750e-02
7.498129490848761680e-01 1.690139770507812500e-01 5.756812095642089844e-01 2.393269538879394531e-01 1.597785949707031250e-02
6.153942645854042492e-01 1.690683364868164062e-01 5.781311988830566406e-01 2.377023696899414062e-01 1.509809494018554688e-02
4.913014739204808468e-01 1.690597534179687500e-01 5.802335739135742188e-01 2.364869117736816406e-01 1.421976089477539062e-02
3.767413534108279283e-01 1.688218116760253906e-01 5.819578170776367188e-01 2.357416152954101562e-01 1.347875595092773438e-02
2.709816139379379596e-01 1.683278083801269531e-01 5.836081504821777344e-01 2.352643013000488281e-01 1.279973983764648438e-02
1.733462200188897739e-01 1.679244041442871094e-01 5.846590995788574219e-01 2.351651191711425781e-01 1.225137710571289062e-02
8.321106846463255380e-02 1.674747467041015625e-01 5.854802131652832031e-01 2.352805137634277344e-01 1.176452636718750000e-02
-1.001067673200850550e-09 1.669468879699707031e-01 5.861229896545410156e-01 2.357244491577148438e-01 1.120567321777343750e-02
