9.999999989000000866e+00 9.483527106618457880e-01 5.064277661343807857e-02 1.001323537564133758e-03 3.189187151974930661e-06
9.154992224719325833e+00 9.233831651713904076e-01 7.461984599940638119e-02 1.988351743789608644e-03 8.637085413650675663e-06
8.374897017021257994e+00 8.925352478869005290e-01 1.038194598232858867e-01 3.624954518163091537e-03 2.033777165054159603e-05
7.654727855508843604e+00 8.561605763592492480e-01 1.376275988889918145e-01 6.167713337396499643e-03 4.411141436248292930e-05
6.989881287967524059e+00 8.154738951441603545e-01 1.746317084663003838e-01 9.806414133498113014e-03 8.798225604113421626e-05
6.376107494261620268e+00 7.711242328169014559e-01 2.139736882795786332e-01 1.473652016062480113e-02 1.655587428951612976e-04
5.809483120711365522e+00 7.245468368764403921e-01 2.540986471707106786e-01 2.107434945746042287e-02 2.801664953885386086e-04
5.286386201302876842e+00 6.774074140609955830e-01 2.934576644054459060e-01 2.868834526527944476e-02 4.465762682790899306e-04
4.803473005422889131e+00 6.305438821752369360e-01 3.312345900952466393e-01 3.753213674214021106e-02 6.893909873762467475e-04
4.357656664124741397e+00 5.848477564528488104e-01 3.664687340416868389e-01 4.770786289853236328e-02 9.756466069319770507e-04
3.946087438300853734e+00 5.416793423775054794e-01 3.980255936694898633e-01 5.895717594526206362e-02 1.337888007742563936e-03
3.566134502632234415e+00 4.999413874278406666e-01 4.272644136913348878e-01 7.104795539282002248e-02 1.746243488004600893e-03
3.215369128874732141e+00 4.613709555917355765e-01 4.523327627329193912e-01 8.409778467346458453e-02 2.198497001880524160e-03
2.891549160986528921e+00 4.248738712750759761e-01 4.750147476626694898e-01 9.737930501043989828e-02 2.732076051814808903e-03
2.592604682859079190e+00 3.913312421503121197e-01 4.943314757122372338e-01 1.110381445045014598e-01 3.299137632949272585e-03
2.316624787037004918e+00 3.608320161884284727e-01 5.100272002146877259e-01 1.252948680627251343e-01 3.845915534158799321e-03
2.061845359850225101e+00 3.322815353121555959e-01 5.231609214227127547e-01 1.401709711073459708e-01 4.386572157785654374e-03
1.826637804878636029e+00 3.061391686707996551e-01 5.340674696675550281e-01 1.547885077354757000e-01 5.004853926169575140e-03
1.609498632667703433e+00 2.826846394750998082e-01 5.412984950151116248e-01 1.705278282965584369e-01 5.489037213230100673e-03
1.409039850150516138e+00 2.614015734172052685e-01 5.458071048587853635e-01 1.867668996759180855e-01 6.024422048091278986e-03
1.223980088343752826e+00 2.417306849253433032e-01 5.494611522499375234e-01 2.022582545589362291e-01 6.549908265782887137e-03
1.053136411604173706e+00 2.242084515546049761e-01 5.504689588041435933e-01 2.182424865780897838e-01 7.080103063161469895e-03
8.954167560889185751e-01 2.085700629802907657e-01 5.489154665943087874e-01 2.349315744951675222e-01 7.582895930232949784e-03
7.498129490848761680e-01 1.947221168303628624e-01 5.463441237410006091e-01 2.507290614286178942e-01 8.204698000018637721e-03
6.153942645854042492e-01 1.820478701425500556e-01 5.423371878230967003e-01 2.669597414642507216e-01 8.655200570102692531e-03
4.913014739204808468e-01 1.702647870196369040e-01 5.365258201810841898e-01 2.843179038427886551e-01 8.891488956490146978e-03
3.767413534108279283e-01 1.599405311114345252e-01 5.297496814742158611e-01 3.011462736365229098e-01 9.163513777826599871e-03
2.709816139379379596e-01 1.506741816495636432e-01 5.225258976783860865e-01 3.173581317886273179e-01 9.441788883422834455e-03
1.733462200188897739e-01 1.428854579736237029e-01 5.151780774260927842e-01 3.321604022196672501e-01 9.776062380616332148e-03
8.321106846463255380e-02 1.356319882895238027e-01 5.074740777078200482e-01 3.469296370216166658e-01 9.964296981039474574e-03
-1.001067673200850550e-09 1.291010890225921526e-01 4.989145459191741683e-01 3.619736662621257928e-01 1.001069879610784821e-02
